TYPE,SITE_ID,SITE_PID,SITE_TYPE,NAME_ENG,NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,REALM,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,GOVSUBTYPE,OWN_TYPE,OWNSUBTYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,PRNT_ISO3,ISO3,SUPP_INFO,CONS_OBJ,INLND_WTRS,OECM_ASMT
Polygon,1,1,PA,Diamond Reef and Salt Fish Tail Reef,Diamond Reef,Marine Reserve,Marine Reserve,National,Ia,Not Applicable,Marine,14.572487,14.587807623412,14.58146682,14.587807623412,All ,14.572487,Designated,1973,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Fisheries Division,Not Reported,State Verified,1807,ATG,ATG,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,2,2,PA,Palaster Reef,Palaster Reef,Marine Reserve,Marine Reserve,National,Ia,Not Applicable,Marine,3.829107,3.8330944159518,3.83167438,3.8330944159518,All ,3.829107,Designated,1973,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Fisheries Division,Not Reported,State Verified,1807,ATG,ATG,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,46,46,PA,Reserva Biológica Atol Das Rocas,Reserva Biológica Atol Das Rocas,Reserva Biológica,Biological Reserve,National,Ia,Not Applicable,Marine,344.7169347,351.426644569515,351.870193,351.867660677709,Not Reported,0,Designated,1979,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Instituto Chico Mendes De Conservação Da Biodiversidade,Not Reported,State Verified,1802,BRA,BRA,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,78,78,PA,RMS Rhone,Wreck of the Rhone,Marine Park,Marine Park,National,II,Not Applicable,Marine,0,2.63033880451602,2.7074689065,2.69292642412929,All ,0,Designated,1980,Not Reported,Not Applicable,Non-profit organisations,Not Applicable,National Parks Trust of the Virgin Islands,Not Reported,State Verified,1907,GBR,VGB,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,121,121,PA,Archipielago Juan Fernández,Archipielago Juan Fernández,Reserva Biósfera,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Marine,0,12103.4378918554,12185.58,12207.947768608,Not Reported,0,Designated,1977,Not Reported,Not Applicable,Not Reported,Not Applicable,Corporación Nacional Forestal (CONAF),Not Reported,State Verified,1808,CHL,CHL,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,170,170,PA,Isla del Coco,Isla del Coco,Parque Nacional,National Park,National,II,Not Applicable,Marine,54830.21187,54844.0870188983,54853.52861,54844.1611814011,Not Reported,0,Designated,2022,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Federal or national ministry or agency,Not Reported,State Verified,811,CRI,CRI,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,191,191,PA,Galápagos Islands,Îles Galápagos,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,"(ix);(vii);(viii);(x)",Marine,0,142036.248114823,140665.14,150029.431600656,Not Reported,0,Inscribed,1978,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,ECU,ECU,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,202,202,PA,Ocho Rios Marine Park Protected Area,Ocho Rios Marine Park Protected Area,Protected Area,Protected Area,National,Not Reported,Not Applicable,Marine,133.189449,132.827595652411,133.189449,133.179858576791,Not Reported,0,Designated,1999,Federal or national ministry or agency,Not Applicable,State,Not Applicable,National Environment & Planning Agency (NEPA),Not Reported,State Verified,909,JAM,JAM,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,203,203,PA,Montego Bay Marine Park,Montego Bay Marine Park,Marine  Park,Marine  Park,National,II,Not Applicable,Marine,14.324784,13.4676075663932,14.324784,14.3233869702673,Not Reported,0,Designated,1992,Government-delegated management,Not Applicable,State,Not Applicable,National Environment & Planning Agency (NEPA)/NGO,Not Reported,State Verified,909,JAM,JAM,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,230,230,PA,Bonaire,Bonaire,National Marine Park,National Marine Park,National,II,Not Applicable,Marine,27,32.1660485720809,27,33.2963071564057,Not Reported,0,Designated,1979,Non-profit organisations,Not Applicable,Not Reported,Not Applicable,STINAPA Bonaire,Not Reported,State Verified,1899,NLD,BES,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,613,613_2,PA,Auyuittuq National Park Of Canada,Auyuittuq National Park Of Canada,National Park,National Park,National,II,Not Applicable,Marine,846,848.325027899837,846,864.532887299482,None,0,Designated,1972,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Parks Canada Agency,http://www.pc.gc.ca/,State Verified,1868,CAN,CAN,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,627,627,PA,Terra Nova Migratory Bird Sanctuary,Terra Nova Migratory Bird Sanctuary,Migratory Bird Sanctuary,Migratory Bird Sanctuary,National,II,Not Applicable,Marine,11.7838,11.1436163028984,11.7838,11.783769547642,Not Reported,0,Designated,1967,Federal or national ministry or agency,Not Applicable,State,Not Applicable,"Canadian Wildlife Service, Atlantic Region",Not Reported,State Verified,1868,CAN,CAN,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,628,628_2,PA,Pacific Rim National Park Reserve Of Canada,Pacific Rim National Park Reserve Of Canada,National Park,National Park,National,VI,Not Applicable,Marine,225,212.01356376753,225,227.507642306643,None,0,Designated,1970,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Parks Canada Agency,http://www.pc.gc.ca/,State Verified,1868,CAN,CAN,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,737,737,PA,Setonaikai,瀬戸内海,国立公園,National Park,National,V,Not Applicable,Marine,8353.75640673,8310.19066515873,9026.55640673,9038.60148020385,Not Reported,0,Designated,2018,Federal or national ministry or agency,Not Applicable,Individual landowners,Not Applicable,Ministry of the Environment,Not Reported,State Verified,1782,JPN,JPN,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,751,751,PA,Ogasawara,小笠原,国立公園,National Park,National,II,Not Applicable,Marine,1211.37453082,1212.96348592784,1277.66453082,1280.72865047286,Not Reported,0,Designated,2009,Federal or national ministry or agency,Not Applicable,Individual landowners,Not Applicable,Ministry of the Environment,Not Reported,State Verified,1782,JPN,JPN,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,763,763,PA,Kisite,Kisite,Marine National Park,Marine National Park,National,II,Not Applicable,Marine,28,26.135777147609,28,27.8380768117346,All ,28,Designated,1978,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Kenya Wildlife Service,Not Reported,State Verified,933,KEN,KEN,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,789,789,PA,Pulau Tiga Park,Pulau Tiga Park,State Park,State Park,National,II,Not Applicable,Marine,0,155.132494308167,0,162.338309410771,Not Reported,0,Designated,1978,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Sabah Parks,Not Reported,State Verified,1998,MYS,MYS,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,793,793,PA,Turtle Islands Park,Turtle Islands Park,State Park,State Park,National,IV,Not Applicable,Marine,0,19.0966910806516,0,19.2606784995504,Not Reported,0,Designated,1977,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Sabah Parks,Not Reported,State Verified,1998,MYS,MYS,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,802,802,PA,Bazaruto,Bazaruto,Parque Nacional,National Park,National,II,Not Applicable,Marine,1430,1218.8359756715,1430,1228.44516395513,Not Reported,0,Designated,1971,Collaborative governance,Not Reported,State,Not Applicable,National Administration of Conservation Areas (ANAC),http://www.anac.gov.mz/wp-content/uploads/2017/07/Plano-de-Maneio-de-Bazaruto.pdf,State Verified,1828,MOZ,MOZ,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,939,939,PA,Khao Sam Roi Yot,Khao Sam Roi Yot,Marine National Park,Marine National Park,National,II,Not Applicable,Marine,22.846408218,21.9117293524659,158.4751535,22.8577468120678,All ,22.846408218,Designated,1966,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1987,THA,THA,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,1024,1024,PA,Biscayne National Park,Biscayne National Park,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,Marine,0,669.179804149237,703.4865126196,703.493494892815,None,0,Designated,1968,Federal or national ministry or agency,Not Applicable,State,Not Applicable,"National Park Service ; State Fish and Wildlife",Site-Specific Management Plan,State Verified,1848,USA,USA,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,1047,1047,PA,Buck Island Reef National Monument,Buck Island Reef National Monument,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,Marine,0,76.1365800238855,76.8416211679,76.841354673525,All ,0,Designated,1961,Federal or national ministry or agency,Not Applicable,State,Not Applicable,National Park Service,Site-Specific Management Plan,State Verified,1848,USA,VIR,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,1342,1342,PA,Aldabra Atoll,Aldabra Atoll,Special Reserve,Special Reserve,National,Ia,Not Applicable,Marine,2511.7620639445,2421.13978574384,2511.7620639445,2429.9425745023,All ,2511.7620639445,Designated,1981,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Seychelles Island Foundation,Not Reported,State Verified,504,SYC,SYC,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,1397,1397,PA,2000853 Haparanda-Sandskär,2000853 Haparanda-Sandskär,Naturreservat,Nature Reserve,National,Ib,Not Applicable,Marine,9.5567039062,9.59475960814057,9.9548999023,9.95449209896936,Not Reported,0,Designated,1983,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,County Administrative Board and Local Authorities,Not Reported,State Verified,2013,SWE,SWE,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,1452,1452,PA,Caerlaverock,Caerlaverock,National Nature Reserve,National Nature Reserve,National,II,Not Applicable,Marine,0,77.0325533089778,81.8479,81.8898318941134,None,0,Designated,1957,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,2113,GBR,GBR,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,1553,1553,PA,Surtsey,Surtsey,Friðland,Nature Reserve,National,Ia,Not Applicable,Marine,0,64.1324957262683,65.5892480469,65.5440444381232,Not Reported,0,Designated,2006,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Ministry for the Environment and Natural Resources,Not Reported,State Verified,2013,ISL,ISL,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,1554,1554,PA,Eldey,Eldey,Friðland,Nature Reserve,National,Ia,Not Applicable,Marine,0,0.0299964673063681,0.0300050998,0.0299964673063681,Not Reported,0,Designated,1974,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Ministry for the Environment and Natural Resources,Not Reported,State Verified,2013,ISL,ISL,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,1940,1940,PA,Kapiti,Kapiti,Marine Reserve,Marine Reserve,National,Ia,Not Applicable,Marine,21.665535,21.3889761364481,21.6655352615,21.667194504021,All ,21.665535,Designated,1992,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Department of Conservation,Not Reported,State Verified,1773,NZL,NZL,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,1968,1968,PA,Komodo,Komodo,Taman Nasional,National Park,National,II,Not Applicable,Marine,1733,1200.96749472534,1733,1206.46300881476,Part,0,Designated,0,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Balai Taman Nasional Komodo,Not Reported,State Verified,1928,IDN,IDN,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,2068,2068_1,PA,Commune de Fakarava,Commune de Fakarava,Réserve de biosphère,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Marine,19670.04543,19668.9321607375,19844.904539,19844.9045385836,Not Reported,0,Designated,1977,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,2119,FRA,PYF,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,2068,2068_2,PA,Commune de Fakarava,Commune de Fakarava,Réserve de biosphère,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Marine,719.474541,707.064087983304,771.658931,771.658930828154,Not Reported,0,Designated,1977,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,2119,FRA,PYF,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,2187,2187,PA,Conception Island National Park,Conception Island National Park,National Park,National Park,National,Not Reported,Not Applicable,Marine,0,94.8404141093488,102.185662373,101.952299700458,Not Reported,0,Designated,1964,Not Reported,Not Applicable,Not Reported,Not Applicable,Bahamas National Trust,http://www.bnt.bs//_m1731/The-National-Parks-of-The-Bahamas/Conception-Island-National-Park,State Verified,1859,BHS,BHS,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,2213,2213,PA,Halfmoon Caye,Halfmoon Caye,Natural Monument,Natural Monument,National,II,Not Applicable,Marine,0,39.2779370837639,0,39.5009840878842,Not Reported,0,Designated,1982,Collaborative governance,Not Reported,Not Reported,Not Applicable,Forest Department/Belize Audubon Society,Not Reported,State Verified,1844,BLZ,BLZ,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,2228,2228,PA,Exuma Cays Land & Sea Park,Exuma Cays Land & Sea Park,National Park,National Park,National,Not Reported,Not Applicable,Marine,0,579.432783285557,583.239547943,581.927745193255,All ,0,Designated,1958,Not Reported,Not Applicable,Not Reported,Not Applicable,Bahamas National Trust,http://www.bnt.bs//_m1731/The-National-Parks-of-The-Bahamas/Exuma-Cays-Land-and-Sea-Park,State Verified,1859,BHS,BHS,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,2234,2234,PA,Los Corales del Rosario y de San Bernardo,Los Corales del Rosario y de San Bernardo,Parque Nacional Natural,National Natural Park,National,II,Not Applicable,Marine,1232.26453071,1227.94392892427,1234.82525928,1233.93672129414,All ,1232.26453071,Designated,1977,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Parques Nacionales Naturales de Colombia,https://runap.parquesnacionales.gov.co/area-protegida/67,State Verified,1861,COL,COL,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,2235,2235,PA,Cahuita,Cahuita,Parque Nacional,National Park,National,II,Not Applicable,Marine,233.1151798,232.986131278039,243.8741814,243.875604611192,Not Reported,0,Designated,1970,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Federal or national ministry or agency,Not Reported,State Verified,811,CRI,CRI,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,2245,2245,PA,Archipiélago Los Roques,Archipiélago Los Roques,Parque Nacional (PN),National Park (PN),National,II,Not Applicable,Marine,1780.17,2174.09598699941,2211.09,2209.72502282715,Not Reported,0,Designated,1972,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Instituto Nacional de Parques (INPARQUES),Si,State Verified,1981,VEN,VEN,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,2250,2250,PA,Manuel Antonio,Manuel Antonio,Parque Nacional,National Park,National,II,Not Applicable,Marine,256.7477283,256.646286014089,274.2735817,274.147192701258,Not Reported,0,Designated,1972,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Federal or national ministry or agency,Not Reported,State Verified,811,CRI,CRI,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,2571,2571,PA,Great Barrier Reef,La Grande Barrière,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,"(ix);(vii);(viii);(x)",Marine,0,346770.129748843,348700,349115.187659208,Not Reported,0,Inscribed,1981,Not Reported,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,946,AUS,AUS,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,2628,2628_1,PA,Great Barrier Reef,Great Barrier Reef,Marine Park,Marine Park,National,Ia,Not Applicable,Marine,859.5103759766,857.986643873817,859.5103759766,859.517616680869,All ,859.5103535248,Designated,2004,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,AU-GBRMPA,Not Reported,State Verified,1804,AUS,AUS,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,2628,2628_2,PA,Great Barrier Reef,Great Barrier Reef,Marine Park,Marine Park,National,II,Not Applicable,Marine,114314.0390625,114188.133550098,114314.0390625,114313.673852543,All ,114314.039063,Designated,2004,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,AU-GBRMPA,Not Reported,State Verified,1804,AUS,AUS,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,2628,2628_4,PA,Great Barrier Reef,Great Barrier Reef,Marine Park,Marine Park,National,IV,Not Applicable,Marine,15030.7021484375,14989.3607192595,15030.7021484375,15029.9986260199,Part,0,Designated,2004,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,AU-GBRMPA,Not Reported,State Verified,1804,AUS,AUS,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,2628,2628_5,PA,Great Barrier Reef,Great Barrier Reef,Marine Park,Marine Park,National,VI,Not Applicable,Marine,213761.6875,213680.192469547,213761.6875,213762.642005582,None,0,Designated,2004,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,AU-GBRMPA,Not Reported,State Verified,1804,AUS,AUS,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,2653,2653,PA,Moreton Banks,Moreton Banks,Fish Habitat Area (A),Fish Habitat Area (A),National,VI,Not Applicable,Marine,63.2357673645,59.495343710445,63.2357673645,63.2357675211881,None,0,Designated,1998,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,AU-QLD_DES,Not Reported,State Verified,1804,AUS,AUS,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,2910,2910,PA,Baker Island National Wildlife Refuge,Baker Island National Wildlife Refuge,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,Marine,0,1672.39720573825,1674.2286174923,1674.05390030843,All ,0,Designated,1974,Federal or national ministry or agency,Not Applicable,State,Not Applicable,U.S. Fish and Wildlife Service,Site-Specific Management Plan,State Verified,1848,USA,UMI,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,2926,2926,PA,Howland Island National Wildlife Refuge,Howland Island National Wildlife Refuge,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,Marine,0,1708.45721184433,1710.5192024304,1710.34151230908,All ,0,Designated,1974,Federal or national ministry or agency,Not Applicable,State,Not Applicable,U.S. Fish and Wildlife Service,Site-Specific Management Plan,State Verified,1848,USA,UMI,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,2931,2931,PA,Jarvis Island National Wildlife Refuge,Jarvis Island National Wildlife Refuge,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,Marine,0,1740.32476157312,1744.8654187537,1744.84848390419,All ,0,Designated,1974,Federal or national ministry or agency,Not Applicable,State,Not Applicable,U.S. Fish and Wildlife Service,Site-Specific Management Plan,State Verified,1848,USA,UMI,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,2932,2932,PA,Johnston Island National Wildlife Refuge,Johnston Island National Wildlife Refuge,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,Marine,0,2293.04115229573,2293.7265430832,2293.50998597293,All ,0,Designated,1926,Federal or national ministry or agency,Not Applicable,State,Not Applicable,"U.S. Fish and Wildlife Service ; Joint",Site-Specific Management Plan,State Verified,1848,USA,UMI,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,2936,2936,PA,Rose Atoll National Wildlife Refuge,Rose Atoll National Wildlife Refuge,Marine Protected Area,Marine Protected Area,National,Ia,Not Applicable,Marine,0,6.67036952128167,6.7497471764,6.74974718041737,All ,0,Designated,1973,Federal or national ministry or agency,Not Applicable,State,Not Applicable,U.S. Fish and Wildlife Service,Site-Specific Management Plan,State Verified,1848,USA,ASM,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,2967,2967,PA,Susquehanna National Wildlife Refuge,Susquehanna National Wildlife Refuge,Marine Protected Area,Marine Protected Area,National,IV,Not Applicable,Marine,0,0.005552176630444,0.005554726,0.005552176630444,None,0,Designated,1939,Federal or national ministry or agency,Not Applicable,State,Not Applicable,U.S. Fish and Wildlife Service,Site-Specific Management Plan,State Verified,1848,USA,USA,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,3371,3371,PA,Golfo San José,Golfo San José,Reserva Natural Turística,Tourist Nature Reserve,National,II,Not Applicable,Marine,0,801.785026811098,1360,818.770869823466,Not Reported,0,Designated,1974,Sub-national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1852,ARG,ARG,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,4011,4011,PA,Ao Phang-nga,Ao Phang-nga,Marine National Park,Marine National Park,National,II,Not Applicable,Marine,335.338004057,315.512167112829,418.9656228,335.583131798153,All ,335.338004057,Designated,1981,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,Not Reported,Not Reported,State Verified,1987,THA,THA,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,4044,4044,PA,Cerbère - Banyuls,Cerbère - Banyuls,Réserve naturelle nationale,National Nature Reserve,National,IV,Not Applicable,Marine,6.5,5.9118576337889,6.5,6.0162865305299,Not Reported,0,Designated,1974,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,"French Ministry in charge of the environment. In march 2012, name, acronym and address as follows : Ministère de l'Écologie, du Développement durable, des Transports et du Logement (MEDDTL) 92055 La Défense Cedex France. For nature reserves network,",Not Reported,State Verified,2013,FRA,FRA,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,4052,4052,PA,Sept-Iles,Sept-Iles,Réserve naturelle nationale,National Nature Reserve,National,IV,Not Applicable,Marine,197,195.417584865267,197,196.996747846497,Not Reported,0,Designated,1976,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,"French Ministry in charge of the environment. In march 2012, name, acronym and address as follows : Ministère de l'Écologie, du Développement durable, des Transports et du Logement (MEDDTL) 92055 La Défense Cedex France. For nature reserves network,",Not Reported,State Verified,2013,FRA,FRA,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,4144,4144_2,PA,Cape St. Mary's Ecological Reserve,Cape St. Mary's Ecological Reserve,Ecological Reserve,Ecological Reserve,National,VI,Not Applicable,Marine,54,53.487678530559,54,53.6233547933065,Not Reported,0,Designated,1964,Sub-national ministry or agency,Not Applicable,State,Not Applicable,"Government of Newfoundland and Labrador, Department of Environment and Climate Change, Policy, Planning and Natural Areas Division",https://www.gov.nl.ca/ecc/natural-areas/publications/,State Verified,1868,CAN,CAN,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,4186,4186_2,PA,CAPE SCOTT PARK,CAPE SCOTT PARK,A - Park,A - Park,National,II,Not Applicable,Marine,49.72,47.2838096772146,49.72,51.9476849577311,Not Reported,0,Designated,1973,Sub-national ministry or agency,Not Applicable,State,Not Applicable,Government of British Columbia,https://bcparks.ca/planning/mgmtplns/,State Verified,1868,CAN,CAN,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,4189,4189_2,PA,MITLENATCH ISLAND NATURE PARK,MITLENATCH ISLAND NATURE PARK,A - Park,A - Park,National,Ia,Not Applicable,Marine,1.19,1.11810150635958,1.19,1.14435746323295,Not Reported,0,Designated,1961,Sub-national ministry or agency,Not Applicable,State,Not Applicable,Government of British Columbia,https://bcparks.ca/planning/mgmtplns/,State Verified,1868,CAN,CAN,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,4202,4202,PA,Maza,Maza,Wildlife Management Area,Wildlife Management Area,National,Not Reported,Not Applicable,Marine,0,2251.51525063445,1842.3,2334.05877840743,Not Reported,0,Designated,1978,Local communities,Not Applicable,Communal,Not Applicable,Not Reported,Not Reported,State Verified,1951,PNG,PNG,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,4213,4213,PA,Yves Merlet,Yves Merlet,Réserve Naturelle Intégrale,Integral nature reserve,National,Not Reported,Not Applicable,Marine,170.885,170.641735402657,170.885,170.866584918438,All ,170.885,Designated,2009,Federal or national ministry or agency,Not Applicable,State,Not Applicable,Assemblée de la province Sud,Not Reported,State Verified,1945,FRA,NCL,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,4236,4236,PA,Monuafe Island Park and Reef,Monuafe Island Park and Reef,Reserve,Reserve,National,IV,Not Applicable,Marine,0.3893666223,0.386599137071902,0.3893666223,0.38931989155945,Not Reported,0,Designated,1979,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,"Ministry of Lands, Survey & Natural Resources",Not Reported,State Verified,1942,TON,TON,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,4237,4237,PA,Malinoa Island Park and Reef,Malinoa Island Park and Reef,Reserve,Reserve,National,IV,Not Applicable,Marine,0.8797507388,0.837517666603061,0.8797507388,0.879632285334582,Not Reported,0,Designated,1979,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,"Ministry of Lands, Survey & Natural Resources",Not Reported,State Verified,1942,TON,TON,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,4238,4238,PA,Pangaimotu Reef,Pangaimotu Reef,Reserve,Reserve,National,IV,Not Applicable,Marine,0.35,1.23549073955677,1.3245523119,1.32438576389465,Not Reported,0,Designated,1979,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,"Ministry of Lands, Survey & Natural Resources",Not Reported,State Verified,1942,TON,TON,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,4239,4239,PA,Ha'atafu Beach,Ha'atafu Beach,Reserve,Reserve,National,IV,Not Applicable,Marine,0.7135,4.84807606271007,5.0287700156,5.02916322162543,Not Reported,0,Designated,1979,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,"Ministry of Lands, Survey & Natural Resources",Not Reported,State Verified,1942,TON,TON,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,4240,4240,PA,Hakaumama'o Reef,Hakaumama'o Reef,Reserve,Reserve,National,IV,Not Applicable,Marine,1.28,1.65659128344099,1.6566860496,1.65659128344099,Not Reported,0,Designated,1979,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,"Ministry of Lands, Survey & Natural Resources",Not Reported,State Verified,1942,TON,TON,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,4241,4241,PA,Fanga'uta and Fanga Kakau Lagoons,Fanga'uta and Fanga Kakau Lagoons,Marine Reserve,Marine Reserve,National,VI,Not Applicable,Marine,22.2733431149,20.5428249025161,22.2733431149,22.2713865293735,Not Reported,0,Designated,1974,Federal or national ministry or agency,Not Applicable,Not Reported,Not Applicable,"Fisheries Division, Ministry of Lands, Survey & Natural Resources.",Not Reported,State Verified,1942,TON,TON,Not Applicable,Not Applicable,Not Applicable,Not Applicable
Polygon,4247,4247,PA,Ngerukewid Island Wildlife Preserve,Ngerukewid Island Wildlife Preserve,Zone Management Area,Zone Management Area,National,Ia,Not Applicable,Marine,0,10.6078636748832,0,11.3584237984075,Not Reported,0,Designated,1999,Sub-national ministry or agency,Not Applicable,State,Not Applicable,Palau Government,Not Reported,State Verified,1891,PLW,PLW,Not Applicable,Not Applicable,Not Applicable,Not Applicable
